"distance","placeName","distanceNumber","hotelId","hotelLocation"
"19.3km","Woodlands Train Checkpoint",19340,2509074,"Singapore River"
"150m","Clarke Quay",150,2509074,"Singapore River"
"490m","Chinatown",490,2509074,"Singapore River"
"420m","Boat Quay",420,2509074,"Singapore River"
"1.2km","Singapore River",1180,2509074,"Singapore River"
"38m","The Merry Lion Comedy Cafe And Bar",38,2509074,"Singapore River"
"80m","Rabbar Entertainment",80,2509074,"Singapore River"
"102m","Shen Nong Spa",102,2509074,"Singapore River"
"115m","Elgin Bridge",115,2509074,"Singapore River"
"148m","Singapore River Festival",148,2509074,"Singapore River"
"166m","Sabaai Sabaai Thai Massage",166,2509074,"Singapore River"
"191m","SG Eat About",191,2509074,"Singapore River"
"193m","Coleman Bridge",193,2509074,"Singapore River"
"197m","Urbane Nomads",197,2509074,"Singapore River"
"198m","Facia Ginza Singapore",198,2509074,"Singapore River"
"21.5km","Singapore Changi Airport",21500,687710,"Singapore River"
"29.3km","Woodlands Train Checkpoint",29290,687710,"Singapore River"
"410m","Clarke Quay",410,687710,"Singapore River"
"540m","Chinatown",540,687710,"Singapore River"
"430m","Boat Quay",430,687710,"Singapore River"
"1.6km","Singapore River",1630,687710,"Singapore River"
"40m","The Merry Lion Comedy Cafe And Bar",40,687710,"Singapore River"
"84m","Rabbar Entertainment",84,687710,"Singapore River"
"95m","Shen Nong Spa",95,687710,"Singapore River"
"129m","Elgin Bridge",129,687710,"Singapore River"
"135m","Singapore River Festival",135,687710,"Singapore River"
"164m","Sabaai Sabaai Thai Massage",164,687710,"Singapore River"
"196m","Facia Ginza Singapore",196,687710,"Singapore River"
"204m","SG Eat About",204,687710,"Singapore River"
"204m","Coleman Bridge",204,687710,"Singapore River"
"208m","Fingerwork",208,687710,"Singapore River"
"22.9km","Singapore Changi Airport",22860,687663,"Chinatown"
"30.1km","Woodlands Train Checkpoint",30060,687663,"Chinatown"
"250m","Chinatown",250,687663,"Chinatown"
"640m","Outram Park",640,687663,"Chinatown"
"930m","Chinatown",930,687663,"Chinatown"
"69m","Orient Health Management",69,687663,"Chinatown"
"70m","Singapore Coins And Notes Museum",70,687663,"Chinatown"
"81m","Chinatown Heritage Centre",81,687663,"Chinatown"
"101m","Jamae Mosque",101,687663,"Chinatown"
"103m","The Oriental Spa Chamber",103,687663,"Chinatown"
"121m","NIWADO (TCM) WELLNESS",121,687663,"Chinatown"
"134m","Drama Box",134,687663,"Chinatown"
"134m","Sri Mariamman Temple",134,687663,"Chinatown"
"145m","Temple Street",145,687663,"Chinatown"
"150m","Mohamed Ali Lane",150,687663,"Chinatown"
"18.9km","Singapore Changi Airport",18850,92450304,"Singapore River"
"26km","Woodlands Train Checkpoint",26030,92450304,"Singapore River"
"340m","Bugis",340,92450304,"Singapore River"
"720m","Esplanade",720,92450304,"Singapore River"
"1.8km","Boat Quay",1780,92450304,"Singapore River"
"3.3km","Singapore River",3310,92450304,"Singapore River"
"164m","DrSpa",164,92450304,"Singapore River"
"186m","Parkview Square",186,92450304,"Singapore River"
"258m","Haji Lane",258,92450304,"Singapore River"
"264m","Spa Club At Beach Road",264,92450304,"Singapore River"
"267m","The Nail Social",267,92450304,"Singapore River"
"290m","GOURMETbus",290,92450304,"Singapore River"
"290m","Dream Drive Pte Ltd",290,92450304,"Singapore River"
"290m","Cool de Sac Play Centre",290,92450304,"Singapore River"
"290m","Singapore Trolley",290,92450304,"Singapore River"
"290m","Live Life Detour",290,92450304,"Singapore River"
"19km","Singapore Changi Airport",18990,687812,"Bugis"
"26km","Woodlands Train Checkpoint",26000,687812,"Bugis"
"580m","Lavender",580,687812,"Bugis"
"660m","Bugis",660,687812,"Bugis"
"900m","Bugis",900,687812,"Bugis"
"45m","MAM Holidays Singapore",45,687812,"Bugis"
"107m","Alsagoff Arab School",107,687812,"Bugis"
"135m","Xi Yuan Foot Spa",135,687812,"Bugis"
"165m","Malabar Mosque",165,687812,"Bugis"
"213m","Hajjah Fatimah Mosque",213,687812,"Bugis"
"215m","Sultan's Gate",215,687812,"Bugis"
"216m","Malay Heritage Centre",216,687812,"Bugis"
"218m","Green Apple Spa",218,687812,"Bugis"
"277m","The Gem Museum",277,687812,"Bugis"
"297m","Museum of Independent Music, Singapore",297,687812,"Bugis"
"21.5km","Singapore Changi Airport",21550,687789,"Chinatown"
"28.8km","Woodlands Train Checkpoint",28820,687789,"Chinatown"
"60m","Chinatown",60,687789,"Chinatown"
"540m","Telok Ayer",540,687789,"Chinatown"
"1.1km","Chinatown",1100,687789,"Chinatown"
"23m","Tai Cha Mixed Veg Rice & Porridge",23,687789,"Chinatown"
"26m","SL II Muffin",26,687789,"Chinatown"
"86m","Tamoya",86,687789,"Chinatown"
"92m","St. Gregory Spa",92,687789,"Chinatown"
"134m","NIWADO (TCM) WELLNESS",134,687789,"Chinatown"
"151m","Orient Health Management",151,687789,"Chinatown"
"165m","Heritage Marker SB31 - Squatters & Squalor",165,687789,"Chinatown"
"180m","Heading Home (Rickshaw)",180,687789,"Chinatown"
"185m","Hong Lim Park",185,687789,"Chinatown"
"202m","The Oriental Spa Chamber",202,687789,"Chinatown"
"21km","Singapore Changi Airport",20990,995058,"Balestier"
"19.2km","Woodlands Train Checkpoint",19220,995058,"Balestier"
"1.3km","Boon Keng",1320,995058,"Balestier"
"1.5km","Novena",1510,995058,"Balestier"
"1km","Balestier",1000,995058,"Balestier"
"369m","Masjid Hajjah Rahimabi Kebun Limau",369,995058,"Balestier"
"635m","Thong Teck Sian Tong Lian Sin Sia",635,995058,"Balestier"
"804m","Deepavali Celebrations",804,995058,"Balestier"
"811m","Central Sikh Temple",811,995058,"Balestier"
"813m","Kidz Amaze",813,995058,"Balestier"
"911m","Lian Shan Shuang Lin Temple",911,995058,"Balestier"
"912m","The Golden Space",912,995058,"Balestier"
"913m","Sante Express Foot Spa",913,995058,"Balestier"
"924m","Leong San See Temple",924,995058,"Balestier"
"938m","Sri Vadapathira Kaliamman Temple",938,995058,"Balestier"
"26.3km","Singapore Changi Airport",26330,687572,"NA"
"21.7km","Woodlands Train Checkpoint",21740,687572,"NA"
"700m","Outram Park",700,687572,"NA"
"1.1km","Tiong Bahru",1060,687572,"NA"
"279m","Tiong Bahru Estate",279,687572,"NA"
"389m","Seng Poh Garden & Dancing Girl Sculpture",389,687572,"NA"
"399m","Pearl's Hill City Park",399,687572,"NA"
"430m","Waka Waka",430,687572,"NA"
"430m","Nimble/Knead",430,687572,"NA"
"450m","Pasar and the Fortune Teller",450,687572,"NA"
"474m","College of Medicine Building",474,687572,"NA"
"502m","Keong Saik Road",502,687572,"NA"
"514m","Eu Chin Street",514,687572,"NA"
"586m","Black Crow Taxidermy & Art",586,687572,"NA"
"400m","Fort Canning MRT",400,996037,"Singapore River"
"970m","Clarke Quay",970,996037,"Singapore River"
"830m","Singapore River",830,996037,"Singapore River"
"860m","Robertson Quay",860,996037,"Singapore River"
"99m","Van Kleef Aquarium",99,996037,"Singapore River"
"118m","Party World Clementi KTV",118,996037,"Singapore River"
"191m","Singapore Round Cruise Water B",191,996037,"Singapore River"
"201m","Holey Moley Golf Club",201,996037,"Singapore River"
"208m","Keramat Sultan Iskandar Shah",208,996037,"Singapore River"
"231m","Chettiar Temple",231,996037,"Singapore River"
"232m","Singapore Repertory Theatre",232,996037,"Singapore River"
"250m","Highlander",250,996037,"Singapore River"
"251m","Sri Thendayuthapani Temple",251,996037,"Singapore River"
"258m","Aegle TCM Clinique",258,996037,"Singapore River"
"22.7km","Singapore Changi Airport",22670,4910273,"Chinatown"
"28.6km","Woodlands Train Checkpoint",28610,4910273,"Chinatown"
"290m","Tanjong Pagar",290,4910273,"Chinatown"
"940m","Outram Park",940,4910273,"Chinatown"
"430m","Chinatown",430,4910273,"Chinatown"
"92m","MEROskin",92,4910273,"Chinatown"
"125m","Seng Wong Beo Temple",125,4910273,"Chinatown"
"213m","Pure Tincture Organic Beauty",213,4910273,"Chinatown"
"261m","Kiray Face and Body Spa",261,4910273,"Chinatown"
"268m","Tanjong Pagar",268,4910273,"Chinatown"
"268m","Telok Ayer Chinese Methodist Church",268,4910273,"Chinatown"
"269m","Bonafides Spa",269,4910273,"Chinatown"
"281m","Galerie Belvedere",281,4910273,"Chinatown"
"283m","Shenton Way",283,4910273,"Chinatown"
"286m","Imperial Apple Spa",286,4910273,"Chinatown"
"20.2km","Singapore Changi Airport",20170,998612,"Marina Bay"
"22.1km","Woodlands Train Checkpoint",22120,998612,"Marina Bay"
"160m","City Hall",160,998612,"Marina Bay"
"400m","Esplanade",400,998612,"Marina Bay"
"810m","Marina Bay",810,998612,"Marina Bay"
"95m","Civilian War Memorial",95,998612,"Marina Bay"
"125m","Spa by JW",125,998612,"Marina Bay"
"138m","Willow Stream Spa",138,998612,"Marina Bay"
"141m","Lalin Gallery",141,998612,"Marina Bay"
"214m","Big Bus Singapore",214,998612,"Marina Bay"
"226m","Chan Hampe Galleries",226,998612,"Marina Bay"
"226m","Estheva Spa",226,998612,"Marina Bay"
"249m","DUCK Tours",249,998612,"Marina Bay"
"269m","Suntec Singapore International Convention and Exhibition Centre",269,998612,"Marina Bay"
"275m","Twenty.Six@Purvis",275,998612,"Marina Bay"
"21.5km","Singapore Changi Airport",21490,996310,"Marina Bay"
"30km","Woodlands Train Checkpoint",30040,996310,"Marina Bay"
"310m","Raffles Place",310,996310,"Marina Bay"
"770m","Telok Ayer",770,996310,"Marina Bay"
"1.2km","Marina Bay",1240,996310,"Marina Bay"
"69m","One Fullerton",69,996310,"Marina Bay"
"72m","Merlion Park",72,996310,"Marina Bay"
"156m","Foundation Stone of the Monument of the Early Founders of Singapore",156,996310,"Marina Bay"
"156m","The Fullerton Spa",156,996310,"Marina Bay"
"199m","Jubilee Bridge",199,996310,"Marina Bay"
"219m","Statue of Raffles",219,996310,"Marina Bay"
"229m","Cavenagh Bridge",229,996310,"Marina Bay"
"235m","The First Generation",235,996310,"Marina Bay"
"250m","Anderson Bridge",250,996310,"Marina Bay"
"282m","Dalhousie Obelisk",282,996310,"Marina Bay"
"20.3km","Singapore Changi Airport",20340,998431,"Marina Bay"
"22.2km","Woodlands Train Checkpoint",22180,998431,"Marina Bay"
"220m","Esplanade",220,998431,"Marina Bay"
"330m","City Hall",330,998431,"Marina Bay"
"520m","Marina Bay",520,998431,"Marina Bay"
"68m","Spa by JW",68,998431,"Marina Bay"
"145m","Civilian War Memorial",145,998431,"Marina Bay"
"156m","Big Bus Singapore",156,998431,"Marina Bay"
"161m","Lalin Gallery",161,998431,"Marina Bay"
"189m","DUCK Tours",189,998431,"Marina Bay"
"191m","Willow Stream Spa",191,998431,"Marina Bay"
"215m","Suntec Singapore International Convention and Exhibition Centre",215,998431,"Marina Bay"
"237m","Chan Hampe Galleries",237,998431,"Marina Bay"
"237m","Estheva Spa",237,998431,"Marina Bay"
"241m","Twenty.Six@Purvis",241,998431,"Marina Bay"
"21.2km","Singapore Changi Airport",21190,712600,"NA"
"29.5km","Woodlands Train Checkpoint",29460,712600,"NA"
"280m","Chinatown",280,712600,"NA"
"360m","Clarke Quay",360,712600,"NA"
"56m","Hong Lim Park",56,712600,"NA"
"124m","Singapore River Festival",124,712600,"NA"
"179m","St. Gregory Spa",179,712600,"NA"
"180m","Thong Chai Medical Institution",180,712600,"NA"
"194m","Shen Nong Spa",194,712600,"NA"
"212m","SL II Muffin",212,712600,"NA"
"215m","Tai Cha Mixed Veg Rice & Porridge",215,712600,"NA"
"220m","Aegean Spa",220,712600,"NA"
"242m","Fingerwork",242,712600,"NA"
"245m","The Merry Lion Comedy Cafe And Bar",245,712600,"NA"
